artist_name,artist_id,artist_terms,artist_familiarity,artist_hotttnesss,artist_location,artist_7digitalid
Tony Joe White,ARCZ20M1187FB49687,country rock,0.624723768,0.403509673,"Goodwill, LA",11367
Otis Taylor,ARSRFOY1187B9917DA,country blues,0.590792957,0.394884438,"Chicago, IL",152848
Akon,ARCGJ6U1187FB4D01F,hip hop,1,0.826777014,"St. Louis, MO",1573
M.A. Numminen,AR0A30G1187B9B183B,german pop,0.519969698,0.419776645,,21862
Johnny Cash,ARH861H1187B9B799E,honky tonk,0.817256939,0.735208878,"Kingsland, AR",1448
The Sensational Alex Harvey Band,ARQPT7O1187B9AAF4F,glam rock,0.569860089,0.46496643,,17998
Harald Kloser,ARGS39X1187B991939,big beat,0.500388859,0.355625946,,49585
Fountains Of Wayne,ARDBSFT1187B9AC9C1,power pop,0.717762702,0.532266186,"New York, NY",419
Angela Stewart,AR1FOAY11C8A415F1E,lovers rock,0.054306241,0,,118892
Dons,ARZP2M21187FB59C63,rock 'n roll,0.545127608,0.312169242,Boston,114218
Since The Flood,ARQXJW51187B9AEE27,hardcore metal,0.739435997,0.36187851,New Hampshire,414655
The Business,ARRXADQ1187FB38F22,oi,0.625165762,0.442739279,"London, England",33564
Del Horno,ARANBAI1257509CF4E,tribal house,0.486668462,0.339345864,,495419
Aerosmith,AR12F2S1187FB56EEF,blues-rock,0.872536599,0.610731463,"Boston, MA",10173
Dells,ARN9Q881187FB3D951,chicago soul,0.591696069,0.387333146,"Chicago, IL",1567
Nestor Torres,ARXJSHW1187B9A2A52,latin jazz,0.485921286,0.353156298,"Miami, FL",66941
Dilated Peoples Featuring Devin The Dude,AR0CANF1187B9AF35F,turnablism,0.804838889,0.457841156,"Los Angeles, California",7037
Gym Class Heroes,ARGMGHN1187B9B4213,hip hop,0.906619152,0.563403566,"Geneva, NY",18665
Stellar Kart,AROL78E1187B9B98A1,christian punk,0.70195434,0.454962105,,27823
Johnny Copeland,ARMTE8E1187FB5ACC2,texas blues,0.496128895,0.336645937,"Haynesville, LA",52018
Bon Jovi,ARDVZTE1187FB5A0A1,rock,0.839297678,0.776303264,"Sayreville, NJ",289
Beenie Man,ARVUN5F1187FB4CCC7,dancehall,0.729212274,0.481339309,"Kingston, Jamaica",7537
Eric Burdon,ARSPQ0H1187B999944,blues-rock,0.601069052,0.359185993,"Walker-on-Tyne, England",41877
FFH,AR2S4CA1187B99632E,ccm,0.601245988,0.461026521,,142205
DJ Phiene,ARDTPOC1241B9CE246,ghetto tech,0.435455957,0.279395876,,417392
Hanoi Rocks,ARGYHUI1187B9AC2A5,heavy metal,0.687694457,0.441643405,,111429
Viki Mosholiou,ARTPMPX1241B9C68D9,mondiovision,0.330945472,0.248755998,,26315
Guitar Slim,ARPN0NC1187B991591,r&b,0.440042445,0.319119602,"Greenwood, MS",30959
Max Stalling,ARCYOHQ1187B9AEACA,roots rock,0.587135625,0.346797999,,175155
6CycleMind,AR8GEH21187FB4F83E,pinoy rock,0.464101982,0.326516558,Metro Manila,382459
AFI,AR2FAMK1187FB4CF60,post-hardcore,0.909247284,0.554938523,"Ukiah, CA",10923
Magnatune Compilation,ARAO9JK1187FB3D213,free music,0.07644737,0.272173997,,385729
Jessica Myrberg,ARGEOZF12509416C64,swedish,0.055093722,0,,400244
Shriekback,AR37ILI1187B98E27B,alternative dance,0.547938241,0.374791219,"London, England",87883
Kruger,AR16NGV1187FB5B8BC,post-hardcore,0.532845303,0.350512132,"Lausanne, CH",140241
Solas,AR7AE0Q1187B9AE30E,irish folk,0.602360696,0.366348439,,97843
Dora The Explorer,AR3KXHI1187FB3A8BF,goregrind,0.514414554,0.413757657,,244557
Russell Malone,AR7KKE01187FB3D87B,cool jazz,0.449257553,0.325941791,"Albany, GA",39354
Kingston Trio,ARNMHWR11F4C83B384,folk-pop,0.512779338,0.287920152,Vermont,30291
Michael Gettel,ARTK5LU1187B9A654C,chamber jazz,0.510660236,0.333770845,,15061
Diego Vasallo,ARQXGWX11F50C49BC7,fusion,0.284220404,0.305849744,,68006
Grandmaster Flash,ARMDBW21187FB37126,hip hop,0.627970753,0.455884679,"Barbados, West Indies",34150
The Jordanaires,AR358YS1187FB44A29,country gospel,0.382308283,0.283562596,"Springfield, MO",41495
H-Town,ARY0W1O1187FB5B8C0,new jack swing,0.614275843,0.398633286,Houston,86044
Singing Melody,ARHINI31187B995C1D,dancehall,0.498414133,0.326008873,,7694
Seventh Day Slumber,ARYXOV81187B99831D,christian rock,0.609181992,0.509243099,,39252
Estrellas Cubanas,ARSSW5A1187FB4B5E5,charanga,0.337495796,0,,189611
Joell Ortiz,ARBE9XH1187B9A826F,hip hop,0.564029596,0.453814949,"Brooklyn, NY",326660
Nik & Jay,ARH3MQU1187B997AAF,pop rap,0.64063488,0.342703966,,28070
Ayo,ARN03F71187FB4E3F4,neo soul,0.522590185,0.390641236,United States,40059
Stern,ARR40ZV1187B9A10A8,easy listening,0.524271355,0.249754086,Pennsylvania,235056
Blind Blake,AR97EHA1187B98AD5F,country blues,0.521672995,0.351345077,"Jacksonville, FL",79189
Angela Dimitriou,AR4OHL91187B9B2EB9,pop folk,0.264713987,0,,118132
The Who,ARWX5TK1187FB4CDBE,british invasion,0.836039353,0.58703963,Angleterre,75
Andy & Lucas,ARNTTHK1187B98FF64,flamenco,0.53813774,0.400387757,Cádiz,11840
The Fray,AR4EQ231187B99368F,piano rock,0.852699664,0.661349364,"Denver, CO",33335
Vicious Mary,AR3SWQT1187B9B014F,vaudeville,0.383789734,0.251860619,,-1
Marco Beltrami,AR9YV621187B99373E,soundtrack,0.594832624,0.378649979,,49555
Oscar Lima,AR0JVUH1187B9918B5,melbourne,0.282317588,0.104101666,,194655
Trafik,ARKULSX1187FB45F84,progressive house,0.596845852,0.405352011,Utah,12588
Deodato,ARDIKTV11F43A69FA4,jazz funk,0.506976844,0.414196481,,52041
Harry Gregson-Williams,AR71A931187B99CDD9,video game music,0.622874939,0.461245798,,2708
Gus Viseur,AROVSYC119B3403921,gypsy jazz,0.429349278,0.277789967,,147800
Gran Coquivacoa,ARRXPRY1187B9A8B34,gaita,0.42137606,0.366527802,,292160
Ray Barretto,ARZCHLM1187FB495C3,latin jazz,0.61443158,0.383211422,"Brooklyn, NY",19361
MICHAEL WHITE,ARNYDR91187FB542BF,new orleans jazz,0.442226985,0.298012232,"Knoxville, TN",4867
Thomas Battenstein,ARWXHRS1241B9C7A1E,guitar,0.42562724,0,,507172
The Jam,ARJG2ID1187B9A767E,british pop,0.778142723,0.547746275,"Woking, Surrey, England",1362
Rockit,ARJ2PGP119B866993D,tech house,0.424757705,0,,555565
KRS-One,AR2SGQW1187B9B9E7C,hip hop,0.730246319,0.520489571,,19603
Lorna,ARKD9S41187B997CA6,reggaeton,0.531728128,0.293763605,"Nottingham, England",44247
Bob McKenzie / Doug McKenzie,ARGRIHK1242077F57F,stand-up comedy,0.332466938,0.304496934,,103122
Constance Demby,ARVQTZP1187FB40283,meditation,0.500781986,0.389029366,California - SF,351261
David Robertson,AR2N0221187FB48FB8,folk-pop,0.421917561,0,"Canberra, Australia",35900
Blingtones,ARGSAFR1269FB35070,turnablism,0.021492905,0,,427759
Call To Preserve,AR01IP11187B9AF5D2,straight edge,0.634764556,0.423976264,"Rockledge, Florida",357073
R. Carlos Nakai,AREJ5K11187B993F5F,chamber jazz,0.577276089,0.376939984,,25079
Jose Luis Perales,ARWX7AO1187B9B91AA,latin pop,0.571402429,0.384425906,,18696
Birds of Prey,ARDJCM91187B9A097B,sludge metal,0.472834535,0.357333371,,116840
Nick Cave & The Bad Seeds,ARODBRG1187FB3FD99,rock,0.69402528,0.479407676,,451
Unwritten Law,ARW071B1187B9A603C,post-grunge,0.638640406,0.460843483,California,4561
Juan Carmona,ARLCGW21187B9929EE,flamenco,0.410912881,0.31267856,,126701
Laurindo Almeida / Charlie Byrd,ARCLCFS1187B9AE476,latin jazz,0.560411686,0.341904574,"Sao Paulo, Brazil",19806
Wednesday 13's Frankenstein Drag Queens From Planet 13,ARW0JI11187FB592BD,horror punk,0.612889081,0.376563113,,382777
David & Steve Gordon,ARJ3TAF1187FB4AAB1,meditation,0.387242595,0.187676301,California,479524
Willy DeVille,ARM3QKQ1187FB421E0,blues-rock,0.613598057,0.377720338,"New York, New York",9542
Washboard Sam,AR84AQE1187B98AD9C,delta blues,0.505784763,0.326750334,"Walnut Ridge, AR",2882
Cut Copy,ARWD3OC1187FB3A666,alternative dance,0.769944259,0.536173552,"Melbourne, Australia",7485
Maroon 5,ARF5M7Q1187FB501E8,pop,0.905477001,0.843380274,"Los Angeles, CA",222
N.W.A.,ARSL5SP1187B9A7AE0,gangster rap,0.747708669,0.52040786,"Compton, California, USA.",260652
Tarheel Slim,ARIBU2J1187FB5B09F,electric blues,0.404192471,0.269544251,"Wilson, NC",250511
Memphis Minnie,AR00MBZ1187B9B5DB1,country blues,0.588571842,0.360644227,"Algiers, LA",52722
Little Jr. Parker,ARQDONM1187B9BA1AD,soul blues,0.491651053,0.316486173,"Clarksdale, MS",56145
Dan Moretti,ARTYIAO11F4C83EE8E,nu jazz,0.411745807,0,Mass. - Boston,271089
Jesus Jones,AR2HXXS1187B9AF3E2,dance rock,0.592472073,0.420627401,,9871
Speech,ARC95UW1187B9B9A62,hip hop,0.596275994,0.341959997,"Milwaukee, WI",18028
Billy Higgins,ARNILB71187B99EC88,hard bop,0.426683814,0.333154508,"Los Angeles, CA",135437
Army of the Pharoahs,ARZRTZT124549A402A,tango,0.55790504,0.27595077,,125858
Smokin' Joe Kubek & Bnois King,ARZRVFK11F4C83DF46,blues-rock,0.368938934,0.329211083,,173999
Junior M. A. F. I. A.,ARFG66D1187FB536B6,hip hop,0.583715477,0.390711327,"NEW YORK, New York",56028
A Static Lullaby,ARQ05GM1187B990512,post-hardcore,0.758678715,0.557562472,"Chino Hills, CA",87673
Phantom Planet,ARP7ILI1187B9AE9F7,power pop,0.764003369,0.542395094,,14417
50 Cent / Mobb Deep,AR23C041187FB4D534,gangster rap,0.883487085,0.588649959,"Queens, NY",1297
Pegy Zina,ARIJ7MR1187B9B484E,modern laika,0.324677431,0.304184256,,16968
Mario Rosenstock,AROIHOI122988FEB8E,irish,0.334542784,0.049034381,,15464
Shangri Las,ARAJPHH1187FB5566A,doo-wop,0.640807102,0.418216518,"Queens, NY",14045
DJ Deeon,ARIL9H31187B9893FF,hard house,0.4821513,0.351863472,,204880
Suicide,AR1Y37Q1187B9B66D2,experimental rock,0.710269167,0.394908897,"New York, NY",1604
Apache Indian,ARDV4XV1187FB5A3F4,dancehall,0.56335349,0.36096096,,7512
The Four Pennies,ARZLX2S1187B991A47,brill building pop,0.418517721,0.355378552,,20775
Jah Wobble & Bill Laswell,ARAH4TU1187FB51D28,future jazz,0.678125502,0.404039734,"New York City (Salem, IL - originally)",2605
Nick Cave & The Bad Seeds,ARODBRG1187FB3FD99,rock,0.681581305,0.479407676,"Wangaratta, Victoria, Australia",451
Five Fingers of Funk,AR22KZ51187B9A0A31,funk metal,0.383073612,0,,176354
Leon Russell,AR7TTCH1187FB3F95C,blues-rock,0.634226963,0.443708895,"Lawton, OK",13637
Blind Willie McTell,ARRU9GR1187FB43F56,country blues,0.591428552,0.385344914,"Thomson, GA",2851
Big Star,ARSX6IX1187B9B640C,power pop,0.741040433,0.496508119,"Memphis, TN",27575
Jimmie Davis,ARP5P651187FB5397F,country blues,0.407904961,0.29860068,"Quitman, LA",2862
Leana,ARJANQY1187B9A82F7,tribal house,0.510098894,0.347749559,California - LA,60354
Soulwax,AR5ZVJ91187B99083A,dance rock,0.803087355,0.501825944,"Ghent, Belgium",13125
Vonray,ARVQ7I31187B9B64C9,post-grunge,0.526693669,0.313154505,"Pittsburgh, Pennsylvania",4254
Dionne Warwick,AR4PQ891187FB5CA9F,brill building pop,0.647933084,0.480575193,"East Orange, NJ",1968
Les Ogres De Barback,ARVEJ9M1187FB4DC44,chanson,0.652367864,0.437964733,,171024
John Fogerty,ARDZQ5U1187B9ADEAE,roots rock,0.733637825,0.526549035,"Berkeley, CA",21563
Anne Dudley,ARZEBW31187FB586EA,trip hop,0.543290243,0.351998338,,2998
Ivan Parker,AR9UT8H1187B9AF504,country gospel,0.384720138,0.31109705,Tennessee,15590
Darwin Hobbs,ARVMFE61187B992463,religious music,0.526515278,0.40658168,,18960
THE AD LIBS,ARPDMSB1187FB5596F,all-female,0.492738222,0.341252312,"Newark, NJ",230632
Sofia Karlsson,ARGE4J31187B9B41EE,chanson,0.566661658,0.418356681,Sweden,311898
Uriah Heep,AR87K371187FB5AA8E,heavy metal,0.673238691,0.479204558,"London, England",41556
Eric Burdon,ARSPQ0H1187B999944,blues-rock,0.601069052,0.359185993,"Walker-on-Tyne, England",41877
Korn,ARMBTFC1187FB56343,rap metal,0.829135422,0.558298348,"Bakersfield, CA",14530
Jill Paquette,AROTFS71187B99F243,soft rock,0.384533086,0.276698831,,362541
PRE,ARYE7N51187B9AF501,no wave,0.554003011,0.356122889,,194426
Lyrics Born,AR0JPOG1187FB37383,hip hop,0.577158124,0.512197243,Japan,8899
Humanzi,AR3OYPP1187B9952E3,dance-punk,0.563922089,0.292319515,"Dublin, Ireland",14016
David Tao,ARJA5XT1187B9B89AA,chinese music,0.482006999,0.415897129,,21831
P.O.D.,AR65OLD1187FB5C103,alternative metal,0.859873312,0.533085375,,4546
Julie Zenatti,AR2XRFQ1187FB417FE,chanson,0.626957723,0.434859589,,92108
Bob Wills,AR9OLFX1187B9A5762,western swing,0.498834975,0.379960767,"Kosse, TX",30269
Chaotica,ARPGPI81187B98AEEA,industrial rock,0.510937258,0.312127027,Arizona,110953
Pelle Carlberg,AROF8OV1187FB55B85,twee pop,0.64072063,0.413296282,Sweden,325535
Eddy Raven,ARHT0B11187B993CB3,zydeco,0.464994319,0.344721111,"Lafayette, LA",3420
Remmy Ongala,ARXTUHV1187B99268F,soukous,0.423065328,0.273439511,,16280
Gabriela Anders,ARWEPRZ1187FB4E2BB,latin jazz,0.538142211,0.387537924,NY - New York City,5237
Carl Crack,ARM8BKO1187FB3AD47,broken beat,0.379218061,0.294789904,,8472
Parachute Band,ARGGD1E1187B98FA9D,ccm,0.63419618,0.441945161,,161984
Michael Stanley Band,ARI648V1187B9B5379,heartland rock,0.44276965,0.294986617,,192619
Hunters,AR9N3N31187B9B87CC,bhangra,0.50035171,0.321504974,Cardiff,120982
Jason & The Scorchers,ARWIN9D1187B98E544,country rock,0.500510256,0.414783863,,18337
Claire Elzière,ARZLCTV1241B9C4D46,indie,0.498230072,0.288726537,,164936
Mötley Crüe,AREGV3K1187B9AF614,heavy metal,0.724284927,0.501360613,"Los Angeles, California",263740
Sivuca & Camerata Brasílica,AR3N2H11187B98AFBA,brazilian jazz,0.479620747,0.324334205,"Itabaiana, Para�, Brazil",23575
Greater Vision,ARC28SN1187B989049,ccm,0.476968971,0.358285252,United States,179776
Theodore Shapiro,ARPWZPV1187FB51DCF,country blues,0.428324821,0.331260494,,29834
Bill Murk,AR21JV01187B999138,hard house,0.184250147,0,,62288
Marco Beltrami,AR9YV621187B99373E,soundtrack,0.594832624,0.378649979,,49555
Jere McAllister,ARGJBTS1187FB4273A,deep house,0.431622035,0.307084308,,84428
Nando Lauria,ARFLBJQ1187B9B928D,latin jazz,0.46258544,0.309656149,,19729
Emotion Code,ARHDQMJ11F50C4F61E,trance,0.314666669,0.204562711,,308332
Faith Hill & Tim McGraw,ARVNGA71187FB3C107,country,0.643544997,0.670106173,"Jackson, MS",4024
Jimmy McCracklin,ARRWDU31187B9B5656,piano blues,0.42429413,0.327239606,"St. Louis, MO",14706
Jesse Malin,ARE0OLY1187B9AD19F,urban folk,0.75504135,0.458592025,"Whitestone, Queens, NY",6884
Fredi,ARPTC441187FB3AEBF,ballad,0.411875463,0.35065113,,88926
Tito Puente,AR02IU11187FB513F2,salsa,0.722105298,0.480724781,"New York, NY",3443
Daniel Johnston,AR6CLFP1187B9ACB94,power pop,0.713322147,0.473613189,"Sacramento, CA",4387
Radiohead,ARH6W4X1187B99274F,british pop,0.899934952,0.68365806,"Oxford, UK",304
Mister Ries,ARZVZRN1241B9C4B14,ghetto tech,0.434062508,0.225860545,,416351
Twila Paris,ARUTS6Y1187FB5BDAB,ccm,0.559901438,0.401239122,,10561
The Motors,AROW3XO1187B989E72,power pop,0.491370279,0.33532213,,19494
Art Ensemble Of Chicago,ARPU5CQ1187FB4469F,country rock,0.546029365,0.408790006,"New York, NY",5150
Ill Harmonics,ARJ84561187B993E3E,hip hop,0.502288682,0.356835221,,23323
Jimmy McCracklin,ARRWDU31187B9B5656,piano blues,0.42429413,0.327239606,"St. Louis, MO",14706
Dropkick Murphys,ARD2NDU1187B99B615,celtic punk,0.79309437,0.568491815,"Boston, MA",13626
Leona Naess,ARSQW3I1187B9ACD14,chanson,0.627185249,0.39301573,"London, England",15824
Set Your Goals,ARKCYJV1187FB392E9,pop punk,0.823910087,0.549749652,"San Francisco, CA",66284
Jeff Wahl,AROMMO41187B99F8FF,meditation,0.435105061,0.315919019,Colorado,362416
Solitaire,AREQFCA1187B991F36,deep house,0.537968819,0.383969966,,97892
Shelby Lynne,ARA3VJJ1187FB3F5A6,country rock,0.685691649,0.542502096,"Quantico, VA",8395
Circular,ARX0IEI1187FB4FF4B,chill-out,0.501246444,0.354825639,"Bergen, Norway",465611
Bullethole,ARAALFJ11F4C83DD40,thrash core,0.392215945,0,,112950
Lady GaGa,ARX6TAQ11C8A415850,dance pop,0.939227165,0.838447768,New York City,237975
Tracy Byrd,AR3AY3R1187FB52CF0,honky tonk,0.692975624,0.422507451,"Vidor, TX",2185
Vrse Murphy,ARUBDNK11F50C4F28B,dj,0.439151375,0.299667428,,351647
The Dee Jays,ARBIXZL12086C11573,freakbeat,0.337736072,0.197089101,,384049
Nerf Herder,ARS94L01187B9AD297,post-grunge,0.640151545,0.442992869,"Santa Barbara, CA",1999
YGGDRASIL,AR280881187B98BA28,viking metal,0.522008233,0.347098105,"Lund, Sweden",473242
Moraes Moreira,ARDZJ6H1187FB387F2,latin jazz,0.461741493,0.334252474,,29156
Prozak,ARE1N571187B98A47D,rap,0.621213511,0.37425994,London,432178
Blackbyrds,ARISYDJ11F43A69EE1,jazz funk,0.395425685,0.378549076,,34520
Shaggy,ARTYXQC1187B9ACAB2,reggae,0.772292647,0.542175166,"Kingston, Jamaica",10206
Los Fabulosos Cadillacs,ARL3VGT1187FB40E8E,ska,0.774037142,0.521726648,Buenos Aires.,3919
Big Rich featuring Devo,ARJRRJZ11F50C47E95,hyphy,0.711783681,0.407364774,New Jersey,351257
Johann Köhnich,ARX7R5Q1187FB5C6B3,german,0.412000191,0.31843689,,9021
Anthony Watson,ARQDHPO1187B9A9F7C,lovers rock,0.36843634,0,"Mobile, AL",7810
Mix Mob,AR8YV0M1187B99F3E8,rapcore,0.525491918,0.333538925,,173150
Flexy,AR343TM1187B99DEFE,eurodance,0.439928602,0.265597209,,44477
FU-Schnickens,ARLAEJO1187B98DB85,comedy rap,0.512687131,0.370628892,,236233
Sugar Minott,ARIRD6J1187FB5A98C,roots reggae,0.606975737,0.386289651,"Kingston, Jamaica",7591
Birmingham Jubilee Singers,ARJSGPI1241B9C8855,gospel,0.338370155,0,,133083
Christos Dantis,AROGWRA122988FEE45,pop rock,0.480752276,0.417593317,,193376
Valient Thorr,AR31D7E1187FB3BC62,heavy metal,0.765049098,0.422245167,Venus,36597
Lizzy Borden,AR8FMEN1187FB4A657,heavy metal,0.609819761,0.419967936,"Los Angeles, CA",111291
Northern State,ARGFFF91187FB4FA62,hip hop,0.686862471,0.414292679,"Long Island, NY",100434
Johnny Copeland,ARMTE8E1187FB5ACC2,texas blues,0.496128895,0.336645937,"Haynesville, LA",52018
Brenda Lee,ARGKD4W1187B990E04,ballad,0.669371502,0.566912407,"Lithonia, GA",4845
Patience Dabany,AR3UJPY1187FB5017B,soukous,0.050656773,0,"Libreville, Gabon; Los Angeles, CA, US",19045
Marcio Faraco,AREMPZG1187B99D246,latin jazz,0.512956421,0.335547913,,40615
Patrick Saint-Eloi,ARJQ8WU1187FB37FCD,zouk,0.301867594,0.391222181,,108724
Akissa,ARPWJAM11F4C846DF4,hip hop,0.533514302,0.391858828,,213222
Marty Robbins,AR223M11187B9ADDD6,country rock,0.609896793,0.479045991,"Glendale, AZ",18505
Eric B. & Rakim,ARWC1WN1187FB516CE,hip hop,0.625190485,0.500946376,,9928
Vince Guaraldi,AR1RHCO1187B9AF0BF,latin jazz,0.57810363,0.414892612,"San Francisco, CA",4822
Humanzi,AR3OYPP1187B9952E3,dance-punk,0.563922089,0.292319515,"Dublin, Ireland",14016
Aerosmith,AR12F2S1187FB56EEF,blues-rock,0.872536599,0.610731463,"Boston, MA",10173
Aswad,ARP39OU1187FB4D543,roots reggae,0.619358946,0.389107387,"West London, England",240
Cindy Morgan,ARYJ6RP1187B9B3827,ccm,0.54474949,0.417410467,"Nashville, TN",15691
DJ X-Change,ARTHEAP122BCFCD0B2,ghetto tech,0.342440144,0.281284216,,372116
Mighty Mighty Bosstones,AR2SMD91187B9B0582,ska punk,0.699262056,0.47594129,"Boston, MA",18232
Isabelle Adjani,AR7WZ1Y1187B99D10B,chanson,0.51097702,0.375003369,,17461
Tina Ann,ARSYHZ21187B99F5F5,progressive house,0.524834599,0.380004667,,69944
Chet Atkins,AR3DYAD1187FB3964E,honky tonk,0.586607818,0.414578837,"Luttrell, TN",2179
Urge Overkill,ARXAFO11187B9AEBFE,hard rock,0.64637451,0.414656344,,1394
JK,AR109IQ1187B98E487,dance music,0.5013627,0.375977655,Texas,451731
Cam'Ron,ARMB95F1187B9B5B93,hip hop,0.858270678,0.515325301,"Harlem, NY",1642
Harry Connick_ Jr.,ARDVZTE1187FB5A0A1,rock,0.839297678,0.776303264,"Sayreville, NJ",289
An Cafe,AROLMXS1241B9C6915,dance rock,0.455371855,0.3138666,,457243
Kyle Eastwood,ARM4WGN1187FB3C746,hard bop,0.511743665,0.414631369,,121911
U.K. Subs,ARDK6QW1187B9B8D85,oi,0.659944919,0.434696913,UK - England - Yorkshire,7217
Fernando Ortega,ARGNZOL1187FB5CE7C,ccm,0.582129295,0.439880513,California,4888
The Winans,ARFCOGY1187FB454B4,ccm,0.482148325,0.344198188,"Detroit, MI",4738
themselves,ARNVM131187B990D2B,experimental pop,0.628274449,0.428834536,Oakland CA,172369
Niraj Chag,ARFELOH1187B991F95,trip hop,0.495819329,0.342765219,,19967
ZTrip,ARCDRLI1187FB54D58,turnablism,0.651924407,0.434476563,,92334
Murphy Lee / Zee,ARSFK241187B9BA38E,pop rap,0.605703302,0.42959192,"St. Louis, Missouri",1301
Leaders Of The New School,ARZ7IH41187FB3B8F5,hip hop,0.477403317,0.37045613,"Uniondale, NY",4143
Esperanza Spalding / Leo Genovese,ARRI5MR1187FB47CAB,latin jazz,0.674248421,0.460515742,,150677
Marshall Crenshaw,AR2MD2P1187FB5B328,power pop,0.544488201,0.403250466,Detroit,4692
Streetwize,ARTZMXB1187B990A55,smooth jazz,0.419312641,0.319651459,,69353
Roy Roberts,AR2C9UQ1187B98E69F,soul blues,0.38442395,0.252333656,"Livingston, TN",193093
Chris Rea,AR3793X1187FB50CB3,soft rock,0.643182773,0.500691341,"Middlesbrough, England",4010
Luis Alberto Spinetta,ARU3YYC1187FB43FEE,rock 'n roll,0.57763315,0.439843854,"Buenos Aires, Argentina",122539
Pitch Black,ARPVRUC1187FB4F1DE,chill-out,0.585387199,0.42951364,"Oakland, CA",34989
BoDeans,ARKL75U1187FB5B8B6,roots rock,0.617608694,0.405967369,Waukesha WI,11528
DJ Isaac,AR41O131187FB51448,gabba,0.616454,0.458400494,,44333
Stone Temple Pilots,ARTAFV91187B9BA17C,grunge,0.789104458,0.57619657,,4393
Damita,ARWSISA1187B9AAC01,christian music,0.536283989,0.358500778,,4437
Dark Distant Spaces,ARMSL551187FB3F4B0,post-grunge,0.37929223,0.451219237,NY - New York City,40925
Neeme Jarvi,ARTML781187B9AF080,easy listening,0.320855383,0.300765786,,809205
Mint Condition,ARE9Y761187B98AEB6,new jack swing,0.721990699,0.40870711,"Minneapolis, MN",4207
Sukhwinder Singh;Jaspinder Narula,ARJ1AMB1187FB40661,desi,0.502850331,0.372621502,,91261
Shay Torrent,ARCVT0G1187B99238E,easy listening,0.393741413,0.236275416,,380900
The Twinkle Brothers,ARCYQ1P1187FB3F3CA,roots reggae,0.507009975,0.323017197,,60546
We Five,AREXM411187FB560C4,close harmony,0.444541584,0.376958356,"Mt. San Antonio College, CA",133833
Silverstein,AR10USD1187B99F3F1,post-hardcore,0.80113645,0.605507136,"Burlington, Ontario, Canada",21128
Tin Hat Trio,ARKO7AO1187FB5664B,chamber jazz,0.547801656,0.369470511,,123275
Andy & Lucas,ARNTTHK1187B98FF64,flamenco,0.53813774,0.400387757,Cádiz,11840
Lennie Tristano,AR77B521187FB4CC70,free jazz,0.514425773,0.317845056,US,9554
Fast Eddie,ARLD4VD1187FB39009,hip house,0.53328688,0.42545458,,38839
Claire Elzière,ARZLCTV1241B9C4D46,indie,0.498230072,0.288726537,,164936
Erin O'Donnell,ARRR7RO1187B98A6EC,ccm,0.407742358,0.377800189,,4902
Black Debbath,AR93K7R1187B9AC92A,blues,0.48040197,0.392325283,"Oslo, Norway",485375
SANSHIRO,ARJSPWK12454A4CB28,los angeles,0.359638286,0,,73160
Serge Desaunay,ARNLY0W11C8A42C7E5,gypsy jazz,0.036103552,0,,202857
Leaders Of The New School,ARZ7IH41187FB3B8F5,hip hop,0.477403317,0.37880713,"Uniondale, NY",4143
Los Cumbieros Del Sur,ARRZNBD122C867517B,charanga,0.414645824,0,Mexico,538289
Eagles Of Death Metal,ARHR5BC1187B9AC348,stoner rock,0.761986351,0.497197396,,61404
Papa Wemba,ARWJHW61187B98FA8E,soukous,0.541968375,0.417885349,"Kasai, Zaire",15861
Unwritten Law,ARW071B1187B9A603C,post-grunge,0.638640406,0.460843483,California,4561
Bimbo Band,ARSENJW1187B9B053E,reggaeton,0.518902909,0.344757912,,98861
The Even Dozen Jug Band,ART094K1187B9A08D0,jug band,0.344709576,0.183540433,,103496
John Ottman,ARY5TFK1187B9BA2BD,acid jazz,0.582837273,0.426513687,,28581
Opals,ARXGVSB11F4C842CF3,chicago soul,0.074959493,0,,183689
Free,ARC70XM1187FB4D5B0,blues-rock,0.71368625,0.468604581,"London, England",50
Emit,ARVCNOU1187FB4C6F0,ambient black metal,0.442958368,0.384730303,Oklahoma,311767
Lil' Band O' Gold,AR07HWO1187B9A2189,zydeco,0.356278313,0,,149073
Bow Wow Wow,AR4R0741187FB39AF2,dance rock,0.659139477,0.413261378,"London, England",19019
John Frizzell,ARFZSPU1187B9B5BA9,soundtrack,0.432839367,0.366905853,,63932
Alexander O'Neal,ARCEEC91187B9AC4FB,dance pop,0.609123875,0.46236784,"Minneapolis, MN",18353
Annie Lennox,ARW9FP41187B98C2A7,soft rock,0.806580411,0.621085212,Aberdeen,3300
Tree,ARMAEYS1187B990F2F,ska punk,0.580517777,0.317624546,,252023
M.A. Numminen,AR0A30G1187B9B183B,german pop,0.519969698,0.419776645,,21862
Goose,ARCDXI51187FB57A2E,modern rock,0.695593351,0.444935182,Ohio,23052
Remmy Ongala,ARXTUHV1187B99268F,soukous,0.423065328,0.273439511,,16280
The Black Crowes,ARUKN9H1187B9B71C8,blues-rock,0.797420741,0.536400011,"Atlanta, GA",5827
Leo Dan,ARUFRGT1187B98ED43,brutal death metal,0.500576574,0.383849058,"Atamisqui, Argentina",320280
Shunza,ARGWLJT12086C14A09,chinese music,0.114548046,0,,116999
Mil featuring Petey Pablo,AROGHQQ1187B9890E3,visual kei,0.640971683,0,,41256
